publication,date,headline,ideology_score,ideology_confidence,sentiment_score,sentiment_confidence,emotionality,topic_area,ideology_baseline,ideology_numeric,ideology_baseline_confidence,sentiment_pos,sentiment_neg,sentiment_neu,year,month,quarter
New York Times,2020-08-13,The Widening Political Divide: Can America Find Common Ground? as Tensions Rise,left,0.36845546290516634,-0.4019,0.4019,0.4019,politics,left,-1.0,0.36845546290516634,0.0,0.197,0.803,2020,2020-08,2020Q3
CNN,2020-08-14,Supreme Court Rules on Landmark Voting Rights Case - Report,left,0.4463263406712858,0.5994,0.5994,0.5994,social_issues,left,-1.0,0.4463263406712858,0.38,0.0,0.62,2020,2020-08,2020Q3
Washington Post,2020-08-14,Fact Checker: Political Claims on Immigration Miss the Mark in Latest Development,left,0.4583293896262421,-0.1531,0.1531,0.1531,politics,left,-1.0,0.4583293896262421,0.0,0.127,0.873,2020,2020-08,2020Q3
New York Times,2020-08-14,Global Supply Chain Disruptions Reshape the Economy Amid Growing Concerns,right,0.3897989567525058,-0.1779,0.1779,0.1779,economy,right,1.0,0.3897989567525058,0.14,0.198,0.661,2020,2020-08,2020Q3
Fox News,2020-08-14,Law Enforcement Officers Demoralized by Defund Movement,left,0.4819585115429098,-0.3818,0.3818,0.3818,foreign_policy,left,-1.0,0.4819585115429098,0.0,0.302,0.698,2020,2020-08,2020Q3
New York Times,2020-08-14,Mental Health Crisis Among Young Americans Deepens - Report,left,0.38835826716970584,-0.6249,0.6249,0.6249,healthcare,left,-1.0,0.38835826716970584,0.0,0.339,0.661,2020,2020-08,2020Q3
Washington Post,2020-08-14,Voting Rights Act Protections Weakened by Court Rulings - Report,center,0.456473712810945,-0.3182,0.3182,0.3182,social_issues,center,0.0,0.456473712810945,0.0,0.204,0.796,2020,2020-08,2020Q3
CNN,2020-08-14,Healthcare Reform Battle Heats Up in Congress as Tensions Rise,left,0.5946530093505057,-0.6486,0.6486,0.6486,politics,left,-1.0,0.5946530093505057,0.0,0.398,0.602,2020,2020-08,2020Q3
CNN,2020-08-14,Democrats Push for Expanded Social Safety Net Sources Say,left,0.7152297138150872,0.4215,0.4215,0.4215,politics,left,-1.0,0.7152297138150872,0.259,0.0,0.741,2020,2020-08,2020Q3
Fox News,2020-08-14,Big Tech Censorship of Conservative Voices Continues Amid Growing Concerns,right,0.474444309521021,0.1779,0.1779,0.1779,technology,right,1.0,0.474444309521021,0.159,0.0,0.841,2020,2020-08,2020Q3
CNN,2020-08-14,Tech Giants Face Antitrust Scrutiny Sources Say,left,0.5808774276597511,0.0,0.0,0.0,technology,left,-1.0,0.5808774276597511,0.0,0.0,1.0,2020,2020-08,2020Q3
Fox News,2020-08-14,Inflation Surge Threatens American Families Amid Growing Concerns,left,0.44551648160742585,-0.2263,0.2263,0.2263,economy,left,-1.0,0.44551648160742585,0.165,0.252,0.583,2020,2020-08,2020Q3
Fox News,2020-08-15,Illegal Immigration Costs Taxpayers Billions as Tensions Rise,right,0.5044210462366793,-0.743,0.743,0.743,economy,right,1.0,0.5044210462366793,0.0,0.512,0.488,2020,2020-08,2020Q3
CNN,2020-08-15,Healthcare Reform Battle Heats Up in Congress | Opinion,left,0.5973241510460048,-0.3818,0.3818,0.3818,politics,left,-1.0,0.5973241510460048,0.0,0.245,0.755,2020,2020-08,2020Q3
CNN,2020-08-15,Economy Shows Signs of Recovery Amid Pandemic - Report,left,0.3940815203708913,0.0,0.0,0.0,economy,left,-1.0,0.3940815203708913,0.0,0.0,1.0,2020,2020-08,2020Q3
CNN,2020-08-15,Biden Administration Announces New Climate Targets,left,0.5556620184853034,0.0,0.0,0.0,politics,left,-1.0,0.5556620184853034,0.0,0.0,1.0,2020,2020-08,2020Q3
CNN,2020-08-15,Deadly Shooting Highlights Gun Control Debate (Updated),left,0.5750309654585112,-0.34,0.34,0.34,crime,left,-1.0,0.5750309654585112,0.0,0.286,0.714,2020,2020-08,2020Q3
New York Times,2020-08-15,Immigration Reform Remains Elusive Despite Bipartisan Support,left,0.5796443016137922,-0.3089,0.3089,0.3089,politics,left,-1.0,0.5796443016137922,0.0,0.273,0.727,2020,2020-08,2020Q3
Fox News,2020-08-16,Second Amendment Rights Under Attack by Democrats,right,0.44133103259195494,-0.4767,0.4767,0.4767,politics,right,1.0,0.44133103259195494,0.0,0.341,0.659,2020,2020-08,2020Q3
Fox News,2020-08-16,Hunter Biden Laptop Scandal Media Coverup Exposed in Latest Development,right,0.776264966661799,-0.4939,0.4939,0.4939,politics,right,1.0,0.776264966661799,0.0,0.344,0.656,2020,2020-08,2020Q3
Fox News,2020-08-16,Law Enforcement Officers Demoralized by Defund Movement - Report,right,0.5636325687946578,-0.3818,0.3818,0.3818,foreign_policy,right,1.0,0.5636325687946578,0.0,0.245,0.755,2020,2020-08,2020Q3
CNN,2020-08-16,Trump Administration Faces Backlash Over Immigration Policy | Opinion,left,0.364777953264648,0.0,0.0,0.0,politics,left,-1.0,0.364777953264648,0.0,0.0,1.0,2020,2020-08,2020Q3
Washington Post,2020-08-16,Wealth Gap Between Richest and Poorest Americans Hits Record,left,0.5207362933528115,0.4767,0.4767,0.4767,other,left,-1.0,0.5207362933528115,0.41,0.217,0.373,2020,2020-08,2020Q3
Washington Post,2020-08-16,Inside the Battle for the Future of the Republican Party - Report,left,0.5675752570359321,0.0258,0.0258,0.0258,politics,left,-1.0,0.5675752570359321,0.176,0.17,0.654,2020,2020-08,2020Q3
Washington Post,2020-08-16,Voting Rights Act Protections Weakened by Court Rulings - Report,center,0.456473712810945,-0.3182,0.3182,0.3182,social_issues,center,0.0,0.456473712810945,0.0,0.204,0.796,2020,2020-08,2020Q3
Washington Post,2020-08-17,Inside the Battle for the Future of the Republican Party,left,0.7133277187780193,0.0258,0.0258,0.0258,politics,left,-1.0,0.7133277187780193,0.203,0.195,0.602,2020,2020-08,2020Q3
CNN,2020-08-17,Economy Shows Signs of Recovery Amid Pandemic in Latest Development,left,0.4481313748717632,0.0,0.0,0.0,economy,left,-1.0,0.4481313748717632,0.0,0.0,1.0,2020,2020-08,2020Q3
New York Times,2020-08-17,How Misinformation Became a Public Health Crisis (Updated),left,0.48051833904042507,-0.7506,0.7506,0.7506,healthcare,left,-1.0,0.48051833904042507,0.0,0.516,0.484,2020,2020-08,2020Q3
Washington Post,2020-08-17,The Quiet Crisis: How Climate Change Is Reshaping American Cities,left,0.48905786783097155,-0.6249,0.6249,0.6249,climate,left,-1.0,0.48905786783097155,0.0,0.313,0.687,2020,2020-08,2020Q3
New York Times,2020-08-17,Rural America Faces a Growing Healthcare Desert - Report,center,0.42667593539012283,0.1779,0.1779,0.1779,healthcare,center,0.0,0.42667593539012283,0.175,0.0,0.825,2020,2020-08,2020Q3
CNN,2020-08-17,Deadly Shooting Highlights Gun Control Debate in Latest Development,left,0.5216422217857096,-0.34,0.34,0.34,crime,left,-1.0,0.5216422217857096,0.0,0.231,0.769,2020,2020-08,2020Q3
New York Times,2020-08-17,A Reckoning on Race Forces America to Confront Its Past (Updated),left,0.5408861247394061,-0.1779,0.1779,0.1779,social_issues,left,-1.0,0.5408861247394061,0.0,0.145,0.855,2020,2020-08,2020Q3
CNN,2020-08-18,Biden Administration Announces New Climate Targets,left,0.5556620184853034,0.0,0.0,0.0,politics,left,-1.0,0.5556620184853034,0.0,0.0,1.0,2020,2020-08,2020Q3
CNN,2020-08-18,Supreme Court Rules on Landmark Voting Rights Case Amid Growing Concerns,left,0.5664351802740403,0.6808,0.6808,0.6808,social_issues,left,-1.0,0.5664351802740403,0.452,0.0,0.548,2020,2020-08,2020Q3
Fox News,2020-08-18,Religious Liberty Under Siege From Radical Left,right,0.6159541109268099,0.5267,0.5267,0.5267,foreign_policy,right,1.0,0.6159541109268099,0.362,0.0,0.638,2020,2020-08,2020Q3
New York Times,2020-08-18,The Struggle for Affordable Housing in America's Cities - Report,center,0.4426757179374249,-0.3182,0.3182,0.3182,other,center,0.0,0.4426757179374249,0.0,0.204,0.796,2020,2020-08,2020Q3
New York Times,2020-08-18,Inside the Growing Movement to Restrict Abortion Access Amid Growing Concerns,left,0.6711982000501352,-0.0516,0.0516,0.0516,social_issues,left,-1.0,0.6711982000501352,0.243,0.186,0.571,2020,2020-08,2020Q3
New York Times,2020-08-18,Inside the Growing Movement to Restrict Abortion Access (Updated),left,0.7196244967580457,-0.2263,0.2263,0.2263,social_issues,left,-1.0,0.7196244967580457,0.15,0.23,0.619,2020,2020-08,2020Q3
Fox News,2020-08-18,Trump Rally Draws Massive Crowds Across Nation in Latest Development,right,0.5664782529920058,0.0,0.0,0.0,politics,right,1.0,0.5664782529920058,0.0,0.0,1.0,2020,2020-08,2020Q3
Fox News,2020-08-19,Hunter Biden Laptop Scandal Media Coverup Exposed in Latest Development,right,0.776264966661799,-0.4939,0.4939,0.4939,politics,right,1.0,0.776264966661799,0.0,0.344,0.656,2020,2020-08,2020Q3
Washington Post,2020-08-19,Voting Rights Act Protections Weakened by Court Rulings as Tensions Rise,left,0.4705741942041518,-0.6124,0.6124,0.6124,social_issues,left,-1.0,0.4705741942041518,0.0,0.357,0.643,2020,2020-08,2020Q3
Fox News,2020-08-19,Parents Fight Back Against Critical Race Theory in Schools in Latest Development,left,0.5461865703261424,-0.5994,0.5994,0.5994,education,left,-1.0,0.5461865703261424,0.0,0.329,0.671,2020,2020-08,2020Q3
Washington Post,2020-08-19,Education Gaps Widen as Pandemic Disrupts Learning | Opinion,left,0.48903282767210826,0.0,0.0,0.0,healthcare,left,-1.0,0.48903282767210826,0.0,0.0,1.0,2020,2020-08,2020Q3
CNN,2020-08-20,Supreme Court Rules on Landmark Voting Rights Case (Updated),left,0.557710334491617,0.5994,0.5994,0.5994,social_issues,left,-1.0,0.557710334491617,0.412,0.0,0.588,2020,2020-08,2020Q3
Washington Post,2020-08-20,Voting Rights Act Protections Weakened by Court Rulings,left,0.45835863666958154,-0.3182,0.3182,0.3182,social_issues,left,-1.0,0.45835863666958154,0.0,0.247,0.753,2020,2020-08,2020Q3
CNN,2020-08-20,Breaking: Climate Change Report Warns of Dire Consequences in Latest Development,right,0.43389451585880806,-0.5267,0.5267,0.5267,climate,right,1.0,0.43389451585880806,0.0,0.328,0.672,2020,2020-08,2020Q3
Washington Post,2020-08-20,Police Reform Measures Face Resistance in State Legislatures Sources Say,left,0.7650611843076092,0.0,0.0,0.0,crime,left,-1.0,0.7650611843076092,0.0,0.0,1.0,2020,2020-08,2020Q3
Washington Post,2020-08-20,Police Reform Measures Face Resistance in State Legislatures (Updated),left,0.5390452130692065,0.0,0.0,0.0,crime,left,-1.0,0.5390452130692065,0.0,0.0,1.0,2020,2020-08,2020Q3
Washington Post,2020-08-20,Education Gaps Widen as Pandemic Disrupts Learning (Updated),left,0.4547665867205406,0.0,0.0,0.0,healthcare,left,-1.0,0.4547665867205406,0.0,0.0,1.0,2020,2020-08,2020Q3
Fox News,2020-08-20,Americans Fed Up With Rising Gas Prices Under Biden as Tensions Rise,left,0.4249947929731053,-0.4019,0.4019,0.4019,politics,left,-1.0,0.4249947929731053,0.0,0.197,0.803,2020,2020-08,2020Q3
Fox News,2020-08-20,Illegal Immigration Costs Taxpayers Billions - Report,right,0.7048695355350272,-0.5574,0.5574,0.5574,economy,right,1.0,0.7048695355350272,0.0,0.375,0.625,2020,2020-08,2020Q3
New York Times,2020-08-20,Global Supply Chain Disruptions Reshape the Economy Sources Say,left,0.5190776259771838,-0.34,0.34,0.34,economy,left,-1.0,0.5190776259771838,0.0,0.231,0.769,2020,2020-08,2020Q3
Washington Post,2020-08-21,Inside the Battle for the Future of the Republican Party Amid Growing Concerns,left,0.6727818269791422,0.2023,0.2023,0.2023,politics,left,-1.0,0.6727818269791422,0.259,0.153,0.588,2020,2020-08,2020Q3
New York Times,2020-08-21,How Social Media Algorithms Fuel Political Polarization - Report,right,0.6106217044360956,0.0,0.0,0.0,politics,right,1.0,0.6106217044360956,0.0,0.0,1.0,2020,2020-08,2020Q3
CNN,2020-08-21,Economy Shows Signs of Recovery Amid Pandemic Sources Say,left,0.7090855168597548,0.0,0.0,0.0,economy,left,-1.0,0.7090855168597548,0.0,0.0,1.0,2020,2020-08,2020Q3
Washington Post,2020-08-21,Pentagon Papers for a New Era: Government Secrecy Examined | Opinion,left,0.5217684952693163,0.0,0.0,0.0,other,left,-1.0,0.5217684952693163,0.0,0.0,1.0,2020,2020-08,2020Q3
Washington Post,2020-08-21,Education Gaps Widen as Pandemic Disrupts Learning Sources Say,left,0.6933524221035182,0.0,0.0,0.0,healthcare,left,-1.0,0.6933524221035182,0.0,0.0,1.0,2020,2020-08,2020Q3
Washington Post,2020-08-21,Analysis: Democracy Faces Its Greatest Test in Decades,left,0.6219651127829422,0.6369,0.6369,0.6369,other,left,-1.0,0.6219651127829422,0.375,0.0,0.625,2020,2020-08,2020Q3
New York Times,2020-08-22,The Rise of Political Violence Threatens Democratic Norms,left,0.5488572403751986,-0.7717,0.7717,0.7717,politics,left,-1.0,0.5488572403751986,0.0,0.528,0.472,2020,2020-08,2020Q3
Washington Post,2020-08-22,Investigation: Corporate Lobbying Undermines Environmental Rules as Tensions Rise,left,0.5909653350911178,-0.6597,0.6597,0.6597,climate,left,-1.0,0.5909653350911178,0.0,0.516,0.484,2020,2020-08,2020Q3
CNN,2020-08-22,Tech Giants Face Antitrust Scrutiny as Tensions Rise,center,0.5058727299732162,-0.4019,0.4019,0.4019,technology,center,0.0,0.5058727299732162,0.0,0.278,0.722,2020,2020-08,2020Q3
Washington Post,2020-08-22,Tech Regulation Stalls as Industry Influence Grows,right,0.40134502166146846,0.0,0.0,0.0,technology,right,1.0,0.40134502166146846,0.0,0.0,1.0,2020,2020-08,2020Q3
Washington Post,2020-08-22,The Quiet Crisis: How Climate Change Is Reshaping American Cities as Tensions Rise,left,0.5059387192581696,-0.7783,0.7783,0.7783,climate,left,-1.0,0.5059387192581696,0.0,0.382,0.618,2020,2020-08,2020Q3
New York Times,2020-08-22,The Pandemic Changed How Americans Work. There's No Going Back. in Latest Development,left,0.6542619667342624,-0.296,0.296,0.296,healthcare,left,-1.0,0.6542619667342624,0.0,0.155,0.845,2020,2020-08,2020Q3
Washington Post,2020-08-22,Analysis: Democracy Faces Its Greatest Test in Decades Sources Say,left,0.799945018640468,0.6369,0.6369,0.6369,other,left,-1.0,0.799945018640468,0.318,0.0,0.682,2020,2020-08,2020Q3
Fox News,2020-08-22,Trump Rally Draws Massive Crowds Across Nation Amid Growing Concerns,right,0.4800212304756946,0.1779,0.1779,0.1779,politics,right,1.0,0.4800212304756946,0.159,0.0,0.841,2020,2020-08,2020Q3
New York Times,2020-08-23,The Pandemic Changed How Americans Work. There's No Going Back. - Report,left,0.6186142282868894,-0.296,0.296,0.296,healthcare,left,-1.0,0.6186142282868894,0.0,0.167,0.833,2020,2020-08,2020Q3
Washington Post,2020-08-24,Voting Rights Act Protections Weakened by Court Rulings Sources Say,left,0.6698480823972156,-0.3182,0.3182,0.3182,social_issues,left,-1.0,0.6698480823972156,0.0,0.204,0.796,2020,2020-08,2020Q3
Fox News,2020-08-24,Second Amendment Rights Under Attack by Democrats | Opinion,right,0.5026267331822308,-0.4767,0.4767,0.4767,politics,right,1.0,0.5026267331822308,0.0,0.279,0.721,2020,2020-08,2020Q3
CNN,2020-08-24,Racial Justice Protests Sweep the Nation in Latest Development,left,0.445152083165428,0.3612,0.3612,0.3612,social_issues,left,-1.0,0.445152083165428,0.276,0.154,0.569,2020,2020-08,2020Q3
CNN,2020-08-24,Healthcare Reform Battle Heats Up in Congress as Tensions Rise,left,0.5946530093505057,-0.6486,0.6486,0.6486,politics,left,-1.0,0.5946530093505057,0.0,0.398,0.602,2020,2020-08,2020Q3
Fox News,2020-08-24,Religious Liberty Under Siege From Radical Left,right,0.6159541109268099,0.5267,0.5267,0.5267,foreign_policy,right,1.0,0.6159541109268099,0.362,0.0,0.638,2020,2020-08,2020Q3
Washington Post,2020-08-25,How Gerrymandering Threatens Fair Representation,left,0.5372268544126743,-0.0772,0.0772,0.0772,technology,left,-1.0,0.5372268544126743,0.291,0.329,0.38,2020,2020-08,2020Q3
New York Times,2020-08-25,The Rise of Political Violence Threatens Democratic Norms,left,0.5488572403751986,-0.7717,0.7717,0.7717,politics,left,-1.0,0.5488572403751986,0.0,0.528,0.472,2020,2020-08,2020Q3
CNN,2020-08-25,Racial Justice Protests Sweep the Nation Sources Say,left,0.7477989664670738,0.3612,0.3612,0.3612,social_issues,left,-1.0,0.7477989664670738,0.301,0.168,0.531,2020,2020-08,2020Q3
Fox News,2020-08-25,Americans Fed Up With Rising Gas Prices Under Biden - Report,center,0.3978067192717923,0.0,0.0,0.0,politics,center,0.0,0.3978067192717923,0.0,0.0,1.0,2020,2020-08,2020Q3
Washington Post,2020-08-25,Investigation: Corporate Lobbying Undermines Environmental Rules,left,0.5591459147607054,-0.4019,0.4019,0.4019,climate,left,-1.0,0.5591459147607054,0.0,0.481,0.519,2020,2020-08,2020Q3
New York Times,2020-08-25,Inside the Growing Movement to Restrict Abortion Access Amid Growing Concerns,left,0.6711982000501352,-0.0516,0.0516,0.0516,social_issues,left,-1.0,0.6711982000501352,0.243,0.186,0.571,2020,2020-08,2020Q3
CNN,2020-08-25,Supreme Court Rules on Landmark Voting Rights Case (Updated),left,0.557710334491617,0.5994,0.5994,0.5994,social_issues,left,-1.0,0.557710334491617,0.412,0.0,0.588,2020,2020-08,2020Q3
Washington Post,2020-08-25,Police Reform Measures Face Resistance in State Legislatures,left,0.5724112677474951,0.0,0.0,0.0,crime,left,-1.0,0.5724112677474951,0.0,0.0,1.0,2020,2020-08,2020Q3
CNN,2020-08-26,Healthcare Reform Battle Heats Up in Congress Sources Say,left,0.79538757545392,-0.3818,0.3818,0.3818,politics,left,-1.0,0.79538757545392,0.0,0.245,0.755,2020,2020-08,2020Q3
Washington Post,2020-08-26,Education Gaps Widen as Pandemic Disrupts Learning Sources Say,left,0.6933524221035182,0.0,0.0,0.0,healthcare,left,-1.0,0.6933524221035182,0.0,0.0,1.0,2020,2020-08,2020Q3
CNN,2020-08-26,Deadly Shooting Highlights Gun Control Debate Amid Growing Concerns,left,0.580932387851266,-0.1779,0.1779,0.1779,crime,left,-1.0,0.580932387851266,0.153,0.216,0.631,2020,2020-08,2020Q3
Fox News,2020-08-26,Second Amendment Rights Under Attack by Democrats | Opinion,right,0.5026267331822308,-0.4767,0.4767,0.4767,politics,right,1.0,0.5026267331822308,0.0,0.279,0.721,2020,2020-08,2020Q3
Washington Post,2020-08-26,The Filibuster Debate: What's Really at Stake,left,0.605861517061337,0.0,0.0,0.0,other,left,-1.0,0.605861517061337,0.0,0.0,1.0,2020,2020-08,2020Q3
New York Times,2020-08-26,How Misinformation Became a Public Health Crisis in Latest Development,left,0.4276909358573714,-0.7506,0.7506,0.7506,healthcare,left,-1.0,0.4276909358573714,0.0,0.444,0.556,2020,2020-08,2020Q3
New York Times,2020-08-26,Climate Scientists Issue Urgent Warning on Tipping Points,left,0.4233758982593848,-0.1531,0.1531,0.1531,climate,left,-1.0,0.4233758982593848,0.176,0.235,0.588,2020,2020-08,2020Q3
Washington Post,2020-08-26,Investigation: Corporate Lobbying Undermines Environmental Rules - Report,right,0.4254607907949722,-0.4019,0.4019,0.4019,climate,right,1.0,0.4254607907949722,0.0,0.381,0.619,2020,2020-08,2020Q3
New York Times,2020-08-26,Investigating the Roots of the January 6 Capitol Breach as Tensions Rise,left,0.4010490172857277,-0.4019,0.4019,0.4019,other,left,-1.0,0.4010490172857277,0.0,0.197,0.803,2020,2020-08,2020Q3
CNN,2020-08-27,COVID-19 Vaccine Rollout Faces Distribution Challenges - Report,right,0.5221506689808351,0.0772,0.0772,0.0772,healthcare,right,1.0,0.5221506689808351,0.157,0.0,0.843,2020,2020-08,2020Q3
New York Times,2020-08-27,The Rise of Political Violence Threatens Democratic Norms,left,0.5488572403751986,-0.7717,0.7717,0.7717,politics,left,-1.0,0.5488572403751986,0.0,0.528,0.472,2020,2020-08,2020Q3
Fox News,2020-08-27,Religious Liberty Under Siege From Radical Left,right,0.6159541109268099,0.5267,0.5267,0.5267,foreign_policy,right,1.0,0.6159541109268099,0.362,0.0,0.638,2020,2020-08,2020Q3
New York Times,2020-08-27,How Social Media Algorithms Fuel Political Polarization in Latest Development,right,0.6305071504343294,0.0,0.0,0.0,politics,right,1.0,0.6305071504343294,0.0,0.0,1.0,2020,2020-08,2020Q3
New York Times,2020-08-27,Global Supply Chain Disruptions Reshape the Economy as Tensions Rise,center,0.3883526717397246,-0.6249,0.6249,0.6249,economy,center,0.0,0.3883526717397246,0.0,0.389,0.611,2020,2020-08,2020Q3
